0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
1.4%,46.7%,29.3%,22.6%,Mono,2021-04-16,2021-04-15,2021-04-16 20:22:07
1.1%,45.9%,26.1%,26.9%,Monterey,2021-04-16,2021-04-15,2021-04-16 20:22:09
0.6%,38.5%,26.9%,34.0%,Napa,2021-04-16,2021-04-15,2021-04-16 20:22:11
0.9%,26.6%,26.1%,46.4%,Nevada,2021-04-16,2021-04-15,2021-04-16 20:22:13
0.8%,40.4%,28.5%,30.3%,Orange,2021-04-16,2021-04-15,2021-04-16 20:22:16
1.0%,31.1%,27.3%,40.7%,Placer,2021-04-16,2021-04-15,2021-04-16 20:22:18
0.1%,23.1%,26.2%,50.5%,Plumas,2021-04-16,2021-04-15,2021-04-16 20:22:20
1.1%,36.9%,28.0%,33.9%,Riverside,2021-04-16,2021-04-15,2021-04-16 20:22:23
0.8%,39.8%,27.6%,31.8%,Sacramento,2021-04-16,2021-04-15,2021-04-16 20:22:25
0.5%,41.4%,29.6%,28.5%,San Benito,2021-04-16,2021-04-15,2021-04-16 20:22:27
1.0%,40.7%,29.1%,29.2%,San Bernardino,2021-04-16,2021-04-15,2021-04-16 20:22:30
0.7%,40.8%,25.5%,33.0%,San Diego,2021-04-16,2021-04-15,2021-04-16 20:22:32
0.6%,50.1%,24.9%,24.4%,San Francisco,2021-04-16,2021-04-15,2021-04-16 20:22:34
0.7%,39.6%,28.9%,30.8%,San Joaquin,2021-04-16,2021-04-15,2021-04-16 20:22:37
0.5%,32.7%,25.6%,41.2%,San Luis Obispo,2021-04-16,2021-04-15,2021-04-16 20:22:39
1.0%,42.3%,28.0%,28.7%,San Mateo,2021-04-16,2021-04-15,2021-04-16 20:22:41
1.1%,42.4%,25.2%,31.4%,Santa Barbara,2021-04-16,2021-04-15,2021-04-16 20:22:44
1.1%,44.5%,28.6%,25.8%,Santa Clara,2021-04-16,2021-04-15,2021-04-16 20:22:46
0.9%,39.0%,27.9%,32.2%,Santa Cruz,2021-04-16,2021-04-15,2021-04-16 20:22:48
0.6%,25.3%,25.7%,48.4%,Shasta,2021-04-16,2021-04-15,2021-04-16 20:22:51
0.000%,24.3%,28.9%,46.8%,Sierra,2021-04-16,2021-04-15,2021-04-16 20:22:53
0.6%,23.4%,25.6%,50.4%,Siskiyou,2021-04-16,2021-04-15,2021-04-16 20:22:55
0.6%,36.7%,29.0%,33.7%,Solano,2021-04-16,2021-04-15,2021-04-16 20:22:58
0.8%,35.9%,27.6%,35.8%,Sonoma,2021-04-16,2021-04-15,2021-04-16 20:23:00
1.4%,39.7%,27.3%,31.5%,Stanislaus,2021-04-16,2021-04-15,2021-04-16 20:23:02
0.4%,35.9%,28.0%,35.7%,Sutter,2021-04-16,2021-04-15,2021-04-16 20:23:05
0.5%,25.9%,28.0%,45.5%,Tehama,2021-04-16,2021-04-15,2021-04-16 20:23:07
0.2%,21.7%,25.8%,52.4%,Trinity,2021-04-16,2021-04-15,2021-04-16 20:23:09
1.1%,43.9%,27.2%,27.8%,Tulare,2021-04-16,2021-04-15,2021-04-16 20:23:11
0.5%,21.7%,26.6%,51.2%,Tuolumne,2021-04-16,2021-04-15,2021-04-16 20:23:14
0.8%,37.3%,29.6%,32.3%,Ventura,2021-04-16,2021-04-15,2021-04-16 20:23:16
1.0%,47.4%,24.7%,27.0%,Yolo,2021-04-16,2021-04-15,2021-04-16 20:23:18
0.3%,34.8%,29.0%,35.9%,Yuba,2021-04-16,2021-04-15,2021-04-16 20:23:21
